#chainfmt afss
#             p0             p1             p2             p3             p4             p5             p6             p7
        1.18528     4.3737e-11      0.0307935      0.0775512       0.125301        7.09394        7.84287        2.82104
        1.17191    4.33278e-11     0.00680771      0.0802852       0.129183        7.13903        7.89771        2.74381
        1.18925    4.39846e-11      0.0212496      0.0781385       0.119938        7.40231        8.25664        2.12702
        1.19868    4.40951e-11      0.0231554      0.0754394       0.124569        7.33836        8.16508        2.23861
        1.20276    4.41658e-11      0.0242691      0.0733331       0.122207        7.59083        8.56933        1.74452
        1.20202    4.38957e-11      0.0209074      0.0763115       0.107366        7.71408        8.67263        1.49916
        1.20384    4.43433e-11       0.034645      0.0739523       0.109191        7.81759         8.8388        1.31158
        1.18983    4.36553e-11       0.026708      0.0720346       0.107179        7.89996        8.94039        1.11233
        1.18561    4.36208e-11      0.0200527      0.0771608       0.107983        7.90142        8.94753        1.10049
         1.1965    4.41211e-11     0.00893215      0.0802766       0.103723        7.99314        9.07131        0.91855
        1.19952    4.40315e-11      0.0129395      0.0774649       0.098822        8.04903        9.12627        0.82183
        1.19937    4.41085e-11      0.0216482       0.081151       0.102978        8.04263        9.14524          0.837
        1.18462    4.35624e-11      0.0243279      0.0751289       0.100387        7.92139        8.96115        1.04967
        1.19221    4.42155e-11      0.0311548      0.0765687       0.102454        7.87342         8.8987        1.14319
        1.18499    4.35338e-11      0.0211936      0.0761452       0.105839        7.95726        9.01842        1.00559
        1.18618    4.36479e-11      0.0260404      0.0685081       0.110536        7.87209         8.8873        1.19394
        1.18731    4.36972e-11      0.0240211      0.0691502       0.109265        7.87136        8.89153        1.18013
        1.18387    4.38232e-11       0.023244      0.0736845      0.0970867        7.85226        8.83104        1.23681
         1.1822    4.37115e-11       0.034564      0.0714971       0.100078        7.73846        8.63142        1.47397
        1.18785    4.36957e-11      0.0348037      0.0835408      0.0982779         7.7576        8.67069        1.45664
        1.17899     4.3882e-11      0.0394188      0.0755861       0.102578        7.15942        7.70963        2.65974
        1.19717     4.3762e-11       0.055005      0.0797745      0.0932338        6.70306        6.98781         3.4251
        1.19695    4.37067e-11      0.0580889      0.0767105         0.1005        6.50656        6.68695        3.82837
        1.18705    4.40712e-11      0.0581664      0.0735946       0.111368        6.47772        6.68421        3.77453
        1.19209    4.37377e-11      0.0533628      0.0748427       0.107423         5.4107        4.89834        5.96532
        1.18078    4.34504e-11      0.0553329      0.0762179       0.119946        5.50543        5.00891         5.8163
        1.17615     4.3673e-11      0.0574279      0.0786272       0.119767        6.84693        7.19689          2.975
        1.18131    4.33658e-11       0.053058      0.0753938       0.104068        6.77774        7.13718        3.05734
        1.18758    4.40912e-11      0.0514547      0.0772753       0.113032        6.79728        7.16046        3.05945
        1.19142      4.419e-11      0.0534349      0.0656534       0.121036        6.17519         6.2178        4.35602
        1.19306    4.41034e-11      0.0571138      0.0794286       0.105206        6.92428        7.40559        2.78823
        1.18283    4.35648e-11      0.0561465      0.0655346       0.107671         7.0868        7.65952        2.41415
         1.1988    4.37629e-11      0.0453017      0.0763551       0.105503         7.1341        7.70083        2.27521
        1.19731    4.39617e-11      0.0578786      0.0688526       0.106464         7.3952          8.153        1.71077
        1.18057    4.36549e-11      0.0222423      0.0712427       0.117931        7.48007        8.21914        1.59427
        1.17926    4.37028e-11      0.0215436      0.0706885       0.117011        7.47226        8.19784        1.62571
        1.16852    4.36359e-11      0.0135079       0.074171       0.116672        7.41187        8.07611        1.71413
          1.173    4.34312e-11      0.0150337      0.0779933       0.119656        7.32693        7.92904        1.97356
        1.20147    4.41603e-11      0.0195337      0.0747948       0.123314        7.27299        7.84206        2.03977
        1.18307    4.36324e-11       0.015009      0.0790134        0.12961        7.27465        7.91833         2.0042
        1.18894    4.39807e-11      0.0143052      0.0721188       0.126446         7.3419        7.99159        1.89859
        1.19241    4.40485e-11      0.0183061      0.0703073       0.120875         7.4705        8.19803        1.60396
        1.19322    4.39057e-11     0.00592017      0.0738582       0.124532        7.35748        8.05349        1.83078
        1.18324    4.38902e-11      0.0271633      0.0678636       0.125534        7.24128        7.90474        2.05257
        1.18915    4.36938e-11      0.0176178      0.0753859       0.125709        7.20463        7.84608        2.12846
        1.18936    4.39479e-11      0.0152558      0.0759878       0.126927        7.18479        7.82584         2.1546
        1.18285    4.39213e-11     0.00927712       0.079166       0.130645        6.95736        7.48868        2.59847
        1.18406    4.39381e-11      0.0227156      0.0754678       0.133884        7.03539        7.62054        2.53586
        1.18732    4.37177e-11      0.0251526      0.0780939       0.135266        6.86167        7.43391        2.80812
        1.19098    4.37866e-11     0.00449263      0.0732536       0.138637        6.70906        7.19998        3.07236
        1.19011    4.37325e-11      0.0176539      0.0770048       0.143789        6.75923        7.33074        2.92529
        1.17574    4.36842e-11     0.00107213       0.078292       0.141162        6.79158        7.37924        2.86089
        1.18165    4.38638e-11      0.0102909      0.0703441       0.134922        6.78714        7.35984        2.88474
        1.19996    4.40112e-11      0.0203905      0.0822182       0.135797        7.01459        7.73629        2.45951
        1.18739    4.39339e-11      0.0166751      0.0798275       0.128737        6.80571        7.39191        2.96532
         1.1832    4.37143e-11      0.0150445      0.0785756       0.139525        6.87327        7.50706        2.87375
        1.17371    4.36946e-11    0.000437011      0.0741817       0.136109        6.88875        7.52495        2.84167
        1.17471    4.35028e-11      0.0185126      0.0717177       0.137919        7.03551        7.74017        2.59984
         1.1762    4.37502e-11      0.0204921      0.0812577       0.127399        7.08413        7.83038        2.48871
        1.17863    4.34843e-11      0.0231245      0.0795762       0.125912        6.92987        7.58613        2.78968
        1.19531    4.38228e-11      0.0389821      0.0827378       0.115609        7.11768         7.8945        2.35752
        1.19118    4.37553e-11      0.0356272      0.0782557       0.114924         7.2246        8.04693        2.14458
        1.19286    4.41484e-11      0.0417977        0.07335       0.108271        7.26037        8.10078        2.06153
        1.18118    4.35162e-11      0.0363737      0.0733365       0.115322        7.16208        7.94247         2.2138
        1.18973    4.41235e-11      0.0356304      0.0702814       0.122389        7.08201        7.83574         2.3717
         1.1906    4.41238e-11     0.00744745      0.0806632       0.122229        7.09743        7.83018        2.27701
        1.18761    4.37331e-11      0.0114938      0.0821907       0.128962        6.43008         4.0488        4.16629
        1.19005    4.42022e-11      0.0145986      0.0851243       0.125283        5.63168         2.7766         5.7205
